,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note,PMID
1477,tolazoline,small molecule,Aminergic ,agonist,,secondary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_233,tolazoline,cardiovascular disease,4,,-,approved,1948,,8487790
1478,tolazoline,small molecule,Aminergic ,agonist,,secondary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_134,tolazoline,arthralgia,4,,-,approved,1948,,9089664
1479,tolazoline,small molecule,Aminergic ,agonist,,secondary,ADRA2C,ada2c_human,P18825,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_154,tolazoline,arthralgia,4,,-,approved,1948,,9089664
1480,tolazoline,small molecule,Aminergic ,agonist,,secondary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_125,tolazoline,cardiovascular disease,4,,-,approved,1948,,11938943
1481,tolazoline,small molecule,Aminergic ,agonist,,secondary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_241,tolazoline,arthralgia,4,,-,approved,1948,,6386273|21948594|8487790
1482,tolazoline,small molecule,Aminergic ,agonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_113,tolazoline,cardiovascular disease,4,,-,approved,1948,,3600818
1483,tolazoline,small molecule,Aminergic ,agonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_97,tolazoline,cardiovascular disease,4,,-,approved,1948,,3600818
1484,tolterodine,small molecule,Aminergic ,antagonist,,secondary,CHRM5,acm5_human,P08912,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2036,"tolterodine extended release capsules,detrol la",incontinence,4,,-,approved,1998,,16406943
1485,tolterodine,small molecule,Aminergic ,antagonist,,secondary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2036,"tolterodine extended release capsules,detrol la",incontinence,4,,-,approved,1998,,16406943
1486,trifluoperazine,small molecule,Aminergic ,antagonist,,secondary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_18,trifluoperazine,psychosis,4,,-,approved,1959,,2943890
1487,trifluoperazine,small molecule,Aminergic ,antagonist,,secondary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_36,trifluoperazine,psychosis,4,,-,approved,1959,,2943890
1488,tropicamide,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_70,tropicamide,myopia,4,,-,approved,1960,,17594079
1489,trospium,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2086,"trospium chloride,sanctura",incontinence,4,,-,approved,2004,,16465186 |15482001
1490,trospium,small molecule,Aminergic ,antagonist,,secondary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2086,"trospium chloride,sanctura",incontinence,4,,-,approved,2004,,16465186 |15482001
1491,trospium,small molecule,Aminergic ,antagonist,,secondary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2086,"trospium chloride,sanctura",incontinence,4,,-,approved,2004,,16465186
1492,trospium,small molecule,Aminergic ,antagonist,,secondary,CHRM5,acm5_human,P08912,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2086,"trospium chloride,sanctura",incontinence,4,,-,approved,2004,,16465186
1493,ziprasidone,small molecule,Aminergic ,antagonist,,secondary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_30,ziprasidone,schizophrenia,4,,-,approved,2001,,14728084|11103883|7562537|11132243|16918396
1494,abediterol,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_190,abediterol,Anti-Asthmatic,2,2016,completed,in trial,-,,
1495,ac-100,peptide,Lipid ,not available,dentonin,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,29,"ac-100,dentonin",dental ossificant,1,2010,discontinued,in trial,-,,
1496,ac-100,peptide,Lipid ,not available,dentonin,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,29,"ac-100,dentonin",periodontal ossificant,1,2010,discontinued,in trial,-,,
1497,ac-100,peptide,Lipid ,not available,dentonin,primary,PTGER3,pe2r3_human,P43115,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,29,"ac-100,dentonin",periodontal ossificant,1,2010,discontinued,in trial,-,,
1498,ac-100,peptide,Lipid ,not available,dentonin,primary,PTGER4,pe2r4_human,P35408,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,29,"ac-100,dentonin",periodontal ossificant,1,2010,discontinued,in trial,-,,
1499,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0039,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,,
1500,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0040,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,,
1501,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM5,acm5_human,P08912,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0041,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,,
1502,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0042,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,,
1503,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0043,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,,
1504,acp-104,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,47,acp-104,schizophrenia,2,2007,discontinued,in trial,-,The D2 and D3 partial agonism creates less side effects - different from typical anti-psychotics,
1505,acp-104,small molecule,Aminergic ,partial agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,47,acp-104,schizophrenia,2,2007,discontinued,in trial,-,The D2 and D3 partial agonism creates less side effects - different from typical anti-psychotics,
1506,acp-104,small molecule,Aminergic ,partial agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,47,acp-104,schizophrenia,2,2007,discontinued,in trial,-,The D2 and D3 partial agonism creates less side effects - different from typical anti-psychotics,
1507,acp-104,small molecule,Aminergic ,inverse agonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,47,acp-104,schizophrenia,2,2007,discontinued,in trial,-,The D2 and D3 partial agonism creates less side effects - different from typical anti-psychotics,
1508,ACT-246475,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,MMAaug2017_026,ACT-246475,cardiovascular diseases; myocardial infarction,1,2017,completed,in trial,-,,
1509,ACT-539313,small molecule,Peptide,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,MMAaug2017_025,ACT-539313,Anti-anxiety,1,2017,ongoing,in trial,-,,
1510,ACT-541468,small molecule,Peptide,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,MMAaug2017_023,ACT-541468,insomnia,2,2017,ongoing,in trial,-,,
1511,ACT-541468,small molecule,Peptide,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,MMAaug2017_024,ACT-541468,insomnia,2,2017,ongoing,in trial,-,,
1512,ACT-774312,small molecule,Lipid ,antagonist,,primary,PTGDR2,pd2r2_human,Q9Y5Y4,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,not established,MMAaug2017_022,ACT-774312,Anti-Allergic,1,2017,ongoing,in trial,-,,
1513,adl5747,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,55,adl5747,osteoarthritis,2,2010,discontinued,in trial,-,,
1514,adl5859,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,56,"adl5859, pf-04856880",osteoarthritis,2,2009,discontinued,in trial,-,,
1515,adl5945,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,57,adl5945,motilitant,3,2013,terminated,in trial,-,Terminated lack of enrollment,
1516,adl7445,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,58,adl7445,motilitant,1,2011,terminated,in trial,-,Terminated lack of enrollment,
1517,adx10059,small molecule,Amino acid ,NAM,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,62,adx10059,Anti-migraine ; gastroesophageal reflux disease,2,2008,discontinued,in trial,-,,
1518,adx415,small molecule,Aminergic ,NAM,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,63,adx415,Antihypertensive,2,2008,completed,in trial,-,,
1519,adx-48621,small molecule,Amino acid ,NAM,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,2472,adx-48621,Antiparkinson,2,2011,completed,in trial,-,,
1520,adx-71149,small molecule,Amino acid ,PAM,,primary,GRM2,grm2_human,Q14416,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,64,"adx-71149,  JNJ-40411813",Antipsychotic ; Anti-depressant; anxiolytic,2,2011,completed,in trial,-,,
1521,afamelanotide,small molecule,Peptide,agonist,,primary,MC1R,mshr_human,Q01726,Class A (Rhodopsin),GPCR;Rhodopsin,Melanocortin receptors,not established,73,afamelanotide,dermatological,3,2009,completed,in trial,-,Seeking FDA approval,16293341
1522,aiko-150,small molecule,Peptide,antagonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,92,aiko-150,opioid antagonist,1,2009,completed,in trial,-,,
1523,ajulemic acid,small molecule,Lipid ,agonist,,primary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,2361,"ip 751, ct-3",Analgesics;neuropathic pain,2,2017,not open yet,in trial,-,May have improved CB2 selectivity but still had CB1 affinity,
1524,ajulemic acid,small molecule,Lipid ,agonist,,primary,CNR2,cnr2_human,P34972,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,2361,"ip 751, ct-3",Analgesics;neuropathic pain,2,2017,not open yet,in trial,-,May have improved CB2 selectivity but still had CB1 affinity,
1525,akl-0707,small molecule,Peptide,agonist,,primary,GHRH,ghrhr_human,Q02643,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,96,"akl-0707, ghrh analog",hormone replacement,2,2013,discontinued,in trial,-,,
1526,akp-11,small molecule,Lipid ,PAM,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,MMA2016_0028,akp-11,psoriasis,1,2016,completed,in trial,-,Australia,
1527,alb-127158(a),small molecule,Peptide,antagonist,,primary,MC1R,mshr_human,Q01726,Class A (Rhodopsin),GPCR;Rhodopsin,Melanocortin receptors,not established,100,alb-127158(a),Anti-obesity,1,2011,discontinued,in trial,-,UK,
1528,alks 33,small molecule,Peptide,antagonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,115,"alks 29, Baclofen+samidorphan",alcohol dependance; Anti-depressant,1,2008,discontinued,in trial,-,,
1529,alks 33,small molecule,Peptide,antagonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,115,"alks 29, Baclofen+samidorphan",alcohol dependance; Anti-depressant,1,2008,discontinued,in trial,-,,
1530,alks 33,small molecule,Peptide,antagonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,116,"alks 33, samidorphan",alcohol dependance; Anti-depressant,2,2009,completed,in trial,-,,
1531,alks 33,small molecule,Peptide,antagonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,116,"alks 33, samidorphan",alcohol dependance; Anti-depressant,2,2009,completed,in trial,-,,
1532,alks 33,small molecule,Peptide,antagonist,alks5461,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,118,"alks 33, alks 5461, Buprenorphine+samidorphan",alcohol dependance; Anti-depressant,3,2014,completed,in trial,-,,
1533,alks 33,small molecule,Peptide,antagonist,alks5461,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,118,"alks 33, alks 5461, Buprenorphine+samidorphan",alcohol dependance; Anti-depressant,3,2014,completed,in trial,-,,
1534,alks 33,small molecule,Peptide,antagonist,samidorphan,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmay2016_0184,"alks 3831,  olanzapine + alks 33,samidorphan",Anti-obesity,3,2016,recruiting,in trial,-,,
1535,alks 33,small molecule,Peptide,antagonist,samidorphan,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmay2016_0184,"alks 3831,  olanzapine + alks 33,samidorphan",Anti-obesity,3,2016,recruiting,in trial,-,,
1536,alks 37,small molecule,Peptide,antagonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,117,alks 37,motilitant,2,2011,discontinued,in trial,-,,
1537,alks 37,small molecule,Peptide,antagonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,117,alks 37,motilitant,2,2011,discontinued,in trial,-,,
1538,almorexant,small molecule,Peptide,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,119,"almorexant, act-078573",sleep disorder treatment,3,2009,discontinued,in trial,-,Not marketed-dropped in 2011 because of side effects profile,
1539,almorexant,small molecule,Peptide,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,119,"almorexant, act-078573",sleep disorder treatment,3,2009,discontinued,in trial,-,Not marketed-dropped in 2011 because of side effects profile,
1540,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,128,"alprostadil,alista",sexual dysfunction,2,2006,discontinued,in trial,-,,10509658|15840408|11752352
1541,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,129,"alprostadil,femprox",sexual dysfunction,3,2008,suspended,in trial,-,,10509658|15840408|11752352
1542,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,130,"alprostadil,topiglan",sexual dysfunction,2,2004,discontinued,in trial,-,,10509658|15840408|11752352
1543,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAapril2016_0158,"rayva, alprostadil + ddaip.hcl",Raynaud's Disease,2,2014,completed,in trial,-,,10509658|15840408|11752352
1544,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,128,"alprostadil,alista",sexual dysfunction,2,2006,discontinued,in trial,-,,15560119|14561849|10670413|16516814|11524243
1545,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,129,"alprostadil,femprox",sexual dysfunction,3,2008,suspended,in trial,-,,15560119|14561849|10670413|16516814|11524243
1546,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,130,"alprostadil,topiglan",sexual dysfunction,2,2004,discontinued,in trial,-,,15560119|14561849|10670413|16516814|11524243
1547,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAapril2016_0157,"rayva, alprostadil + ddaip.hcl",Raynaud's Disease,2,2014,completed,in trial,-,,15560119|14561849|10670413|16516814|11524243
1548,alx- 0651,antibody,Protein,antagonist,biparatopic nanobody,primary,CXCR4,cxcr4_human,P61073,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,established,MMAmay2016_0267,"alx- 0651, biparatopic nanobody",Antineoplastic,1,2011,terminated,in trial,-,,
1549,alx1-11,protein,Peptide,agonist,,primary,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1646,preos,Anti-osteoporotic,3,2005,completed,in trial,-,,
1550,alx1-11,protein,Peptide,agonist,,primary,PTH2R,pth2r_human,P49190,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1646,preos,Anti-osteoporotic,3,2005,completed,in trial,-,,
1551,am1030,small molecule,Aminergic ,antagonist,,primary,HTR2B,5ht2b_human,P41595,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0116,am1030,Anti-inflammatory ; atopic dermatitis,2,2015,completed,in trial,-,,
1552,am-152,small molecule,Lipid ,antagonist,,primary,LPAR1,lpar1_human,Q92633,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (LPA) receptors,not established,144,"am-152, BMS 986020",Anti-inflammatory ; antifibrotic,2,2015,completed,in trial,-,,
1553,am-211,small molecule,Lipid ,antagonist,,primary,GPR44,pd2r2_human,Q9Y5Y4,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,not established,145,am-211,Anti-inflammatory ; antiallergy,1,2011,unknown,in trial,-,,
1554,am-461,small molecule,Lipid ,antagonist,,primary,PTGDR,pd2r_human,Q13258,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,146,am-461,Anti-inflammatory,1,2011,unknown,in trial,-,,
1555,am-831,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0047,am-831,Antipsychotic ; schizophrenia,1,2011,discontinued,in trial,-,,
1556,am-831,small molecule,Aminergic ,antagonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,MMAmay2016_0048,am-831,Antipsychotic ; schizophrenia,1,2011,discontinued,in trial,-,,
