,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
1485,olanzapine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1475,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",schizophrenia,4,,-,approved,1996,
1486,olanzapine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1515,"orex-003, olanzapine plus zonisamide sr",schizophrenia,4,,-,approved,1996,
1487,olopatadine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1480,"olopatadine hydrochloride,patanase",Anti-Allergic,4,,-,approved,1996,
1488,orphenadrine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD400,-,Antiparkinson s; Muscle Relaxants; Central,4,,-,approved,1957,
1489,pemirolast,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD416,-,Anti-Allergic,4,,-,approved,1999,
1490,phenindamine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Oct2016_355,phenindamine,Anti-Allergic,4,,-,approved,1949,
1491,pheniramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD431,-,Anti-Allergic,4,,-,approved,1994,
1492,promazine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD462,-,Antiemetics; Antipsychotic,4,,-,approved,1956,
1493,promethazine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAapril2016_0105,"cl-h1t, promethazine + sumatriptan",Hypnotics and Sedatives; Anti-anxiety s; Anti-allergic ; Treat migraines and cluster headaches,3,2013,Completed,in trial,-,
1494,promethazine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD463,-,Hypnotics and Sedatives; Anti-anxiety s; Anti-allergic,4,,-,approved,1951,
1495,propiomazine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD467,-,Hypnotics and Sedatives,4,,-,approved,1960,
1496,pyrilamine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_236,pyrilamine,pruritus,4,,-,approved,1973,
1497,terfenadine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD516,-,Anti-Allergic,4,,-,approved,1985,
1498,thiethylperazine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD519,-,Antiemetics,4,,-,approved,1961,
1499,tolazoline,small molecule,Aminergic ,agonist,,secondary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_233,tolazoline,cardiovascular disease,4,,-,approved,1948,
1500,trimeprazine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD545,-,Antipruritics,4,,-,approved,1982,
1501,trimipramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_234,trimipramine,unipolar depression,4,,-,approved,1979,
1502,tripelennamine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD550,-,Anti-Allergic,4,,-,approved,1948,
1503,triprolidine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD551,-,Anti-Allergic,4,,-,approved,1982,
1504,vapitadine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,2123,"vapitadine dihydrochloride,hivenyl","Anti-Allergic, pruritus",2,2006,Completed,in trial,-,No development reported
1505,asenapine,small molecule,Aminergic ,antagonist,,secondary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,250,asenapine,schizophrenia,4,,-,approved,2009,
1506,betazole,small molecule,Aminergic ,agonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD053,-,Diagnostic,4,,-,approved,1982,
1507,cimetidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmay2016_0601,"tl-118, hamsa-1, cyclophosphamide + diclofenac + sulfasalazine + cimetidine",Antihistamines,4,,-,approved,1977,
1508,cimetidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD104,-,GI Anti-Ulcer ; antihistamines,4,,-,approved,1977,
1509,doxepin,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,
1510,epinastine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,719,epinastine,Anti-Allergic,4,,-,approved,2003,
1511,famotidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,929,"hzt-501,  ibuprofen + famotidine,duexa",acid reducer,4,,-,approved,1986,
1512,famotidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1539,ox17,acid reducer,4,,-,approved,1986,
1513,famotidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,929,"hzt-501,  ibuprofen + famotidine,duexa",gastric ulcer and gastroesophageal reflux,4,,-,approved,1986,
1514,histamine,small molecule,Aminergic ,agonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,463,ceplene,cytorprotective  during cancer treatment,3,2015,recruiting,in trial,-,Has orphan designation to be used as adjunct with IL-2 for acute myeloid leukemia
1515,histamine,small molecule,Aminergic ,agonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_410,histamine ,for diagnosis of gastric acid secretory function,4,,-,approved,1939,
1516,methantheline,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_240,methantheline,digestive system disease,4,,-,approved,1951,
1517,metiamide,small molecule,Peptide ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Oct2016_349,metiamide,acid reducer,4,,-,approved,-,
1518,nizatidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD394,-,GI Anti-Ulcer ; antihistamines,4,,-,approved,1988,
1519,ranitidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1716,"ranitidine bismuth citrate,tritec",antiulcer,4,,-,approved,1977,
1520,ranitidine,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,2238,"zantac,ranitidine hydrochloride",antiulcer,4,,-,approved,1977,
1521,tolazoline,small molecule,Aminergic ,agonist,,secondary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_241,tolazoline,arthralgia,4,,-,approved,1948,
1522,apd916,small molecule,Aminergic ,agonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,196,apd916,sleep disorders; narcolepsy,1,2010,Completed,in trial,-,
1523,bavisant,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_243,bavisant,attention deficit hyperactivity disorder,2,2011,withdrawn,in trial,-,No development reported
1524,betahistine,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1464,"obe101,histalean,anti-obesity ",Anti-obesity,2,2008,discontinued,in trial,-,
1525,betahistine,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmay2016_0920,betahistine,vertigo,4,,-,approved,1970,
1526,gsk-1004723,small molecule,Aminergic ,antagonist,,,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,878,gsk-1004723,Anti-Allergic,2,2009,discontinued,in trial,-,
1527,irdabisant,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_246,irdabisant,cognitive impairment,1,2013,Completed,in trial,-,
1528,pf-03654746,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_245,pf-03654746,allergic rhinitis,2,2011,discontinued,in trial,-,
1529,pf-03654764,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_244,pf-03654764,allergic rhinitis,2,2009,discontinued,in trial,-,
1530,pitolisant,small molecule,Aminergic ,inverse agonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_242,pitolisant,Antiparkinson,3,2016,Not open yet,in trial,-,
1531,suvn-g3031,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmar2016_0093,suvn-g3031,Alzheimer's disease,1,2016,recruiting,in trial,-,
1532,clozapine,small molecule,Aminergic ,antagonist,,secondary,HRH4,hrh4_human,Q9H3N8,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD120,-,schizophrenia,4,,-,approved,1989,
1533,rev131,small molecule,Aminergic ,antagonist,,primary,HRH4,hrh4_human,Q9H3N8,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1745,rev131,Anti-Allergic,2,2006,discontinued,in trial,-,
1534,sens-111,small molecule,Aminergic ,antagonist,,primary,HRH4,hrh4_human,Q9H3N8,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAapril2016_0282,sens-111,for vertigo and tinnitus,3,2017,recruiting,in trial,-,
1535,toreforant,small molecule,Aminergic ,antagonist,,primary,HRH4,hrh4_human,Q9H3N8,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_247,toreforant,Anti-Asthmatic,2,2014,Completed,in trial,-,
1536,zpl-389,small molecule,Aminergic ,antagonist,zpl-3893787,primary,HRH4,hrh4_human,Q9H3N8,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmar2016_0120,"zpl-389, zpl-3893787",Anti-inflammatory ; atopic dermatitis,2,2015,Completed,in trial,-,
1537,acepromazine,small molecule,Aminergic ,antagonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Oct2016_391,acepromazine,Antipsychotic,4,,-,approved,-,
1538,alverine,small molecule,Aminergic ,antagonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_395,alverine,Antispasmodics,4,,-,approved,2014,
1539,aripiprazole,small molecule,Aminergic ,partial agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,22,abilify,schizophrenia,4,,-,approved,2002,
1540,aripiprazole,unknown,Aminergic ,partial agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_1,"aripiprazole lauroxil, alks 9070",psychosis,4,,-,approved,2015,
1541,asenapine,small molecule,Aminergic ,antagonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,250,asenapine,schizophrenia,4,,-,approved,2009,
1542,bifeprunox,small molecule,Aminergic ,partial agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,356,"bifeprunox, du127090",Antipsychotic ; Antiparkinson,3,2009,discontinued,in trial,-,
1543,brexpiprazole,small molecule,Aminergic ,partial agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1502,brexpiprazole,Anti-depressant,4,,-,approved,2015,
1544,bupropion/trazodone,small molecule,Aminergic ,partial agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmay2016_0460,"lorexys, sip-104, bupropion/trazodone",Anti-depressant; for Hypoactive Sexual Desire Disorder and Female Sexual Dysfunction,2,2014,Completed,in trial,-,
1545,buspirone,small molecule,Aminergic ,partial agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,NRDD066,-,Anti-anxiety,4,,-,approved,1986,
1546,cinitapride,small molecule,Peptide ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,ASH_Oct2016_415,cinitapride,gastrointestinal disorders,4,,-,approved,-,
1547,clozapine,small molecule,Aminergic ,antagonist,,secondary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,NRDD120,-,schizophrenia,4,,-,approved,1989,
1548,eltoprazine,small molecule,Aminergic ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0086,eltoprazine,dyskinesias,2,2015,Ongoing,in trial,-,
1549,ergoloid,small molecule,Aminergic ,agonist,,secondary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_0,ergoloid,cardiovascular disease,4,,-,approved,1953,
1550,flibanserin,small molecule,Aminergic ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,801,flibanserin,sexual dysfunction,4,,-,approved,2015,
1551,gepirone,small molecule,Aminergic ,partial agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,848,gepirone,Anti-depressant,3,1999,Completed,in trial,-,"Was rejected 3 times for fda approval, reversed decision in march 2016 - headed for approval and martketing"
1552,gsk163090,small molecule,Aminergic ,antagonist,,,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_5,gsk163090,unipolar depression,2,2009,discontinued,in trial,-,
1553,iloperidone,small molecule,Aminergic ,antagonist,,secondary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,951,"iloperidone,fanapt, fiapta, zomaril",Antipsychotic ; atypical,4,,-,approved,2009,
1554,lecozotan,small molecule,Aminergic ,antagonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_2,lecozotan,Alzheimer's disease,3,2006,discontinued,in trial,-,
1555,lisuride,small molecule,Aminergic ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,NRDD307,-,Antiparkinson,4,,-,approved,2011,
1556,lurasidone,small molecule,Aminergic ,antagonist,,secondary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAapril2016_0233,"cyclurad, d-cycloserine + lurasidone",schizophrenia,4,,-,approved,2010,
1557,lurasidone,small molecule,Aminergic ,antagonist,,secondary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1184,"lurasidone, sm-13496,latuda",schizophrenia,4,,-,approved,2010,
1558,methysergide,small molecule,Aminergic ,antagonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,NRDD353,-,Anti-migraine s; Vasoconstrictor,4,,-,approved,1962,
1559,min-117,small molecule,Aminergic ,antagonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAapril2016_0204,min-117,Anti-depressant,2,2016,Completed,in trial,-,
1560,mn-305,small molecule,Aminergic ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1319,mn-305,Anti-depressant; hypnotic,2,2007,discontinued,in trial,-,
1561,naratriptan,small molecule,Aminergic ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1381,"naratriptan,naramig, amerge",Anti-migraine,4,,-,approved,1998,
1562,olanzapine,small molecule,Aminergic ,antagonist,,secondary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1476,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",Anti-depressant,4,,-,approved,1996,
1563,olanzapine,small molecule,Aminergic ,antagonist,,secondary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,APR13_0013,alks 3831,schizophrenia,4,,-,approved,1996,
1564,olanzapine,small molecule,Aminergic ,antagonist,,secondary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmay2016_0187,"alks 3831,  olanzapine + alks 33,samidorphan",schizophrenia,4,,-,approved,1996,
1565,olanzapine,small molecule,Aminergic ,antagonist,,secondary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1475,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",schizophrenia,4,,-,approved,1996,
1566,olanzapine,small molecule,Aminergic ,antagonist,,secondary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1515,"orex-003, olanzapine plus zonisamide sr",schizophrenia,4,,-,approved,1996,
1567,opc-14523,small molecule,Aminergic ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1662,"prs-013, opc-14523",Anti-depressant,2,2009,Completed,in trial,-,No development reported
1568,pardoprunox,small molecule,Aminergic ,agonist,,,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1563,"pardoprunox, slv 308",Antiparkinson,3,2009,discontinued,in trial,-,
1569,piclozotan,small molecule,Aminergic ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_3,piclozotan,stroke,2,2008,discontinued,in trial,-,
