,Approval,Class,Drug Class,Drug Name,EntryName,Gene,YearIuphar,Year FDA,INDEX,Indication(s),LigandType,Phase,Status,Subfamily,Target class,Target_novelty,Trial name,Uniprot
1350,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht2c_human,HTR2C,1996,1996,1476,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P28335
1351,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht6r_human,HTR6,1996,1996,1476,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P50406
1352,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht7r_human,HTR7,1996,1996,1476,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P34969
1353,1996,Class A (Rhodopsin),small molecule,olanzapine,ada1a_human,ADRA1A,1996,1996,1515,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P35348
1354,1996,Class A (Rhodopsin),small molecule,olanzapine,ada1b_human,ADRA1B,1996,1996,1515,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P35368
1355,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2a_human,ADRA2A,1996,1996,1515,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P08913
1356,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2b_human,ADRA2B,1996,1996,1515,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P18089
1357,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2c_human,ADRA2C,1996,1996,1515,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P18825
1358,1996,Class A (Rhodopsin),small molecule,olanzapine,acm1_human,CHRM1,1996,1996,1515,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P11229
1359,1996,Class A (Rhodopsin),small molecule,olanzapine,acm2_human,CHRM2,1996,1996,1515,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P08172
1360,1996,Class A (Rhodopsin),small molecule,olanzapine,acm3_human,CHRM3,1996,1996,1515,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P20309
1361,1996,Class A (Rhodopsin),small molecule,olanzapine,acm4_human,CHRM4,1996,1996,1515,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P08173
1362,1996,Class A (Rhodopsin),small molecule,olanzapine,acm5_human,CHRM5,1996,1996,1515,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P08912
1363,1996,Class A (Rhodopsin),small molecule,olanzapine,drd1_human,DRD1,1996,1996,1515,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P21728
1364,1996,Class A (Rhodopsin),small molecule,olanzapine,drd2_human,DRD2,1996,1996,1515,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P14416
1365,1996,Class A (Rhodopsin),small molecule,olanzapine,drd3_human,DRD3,1996,1996,1515,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P35462
1366,1996,Class A (Rhodopsin),small molecule,olanzapine,drd4_human,DRD4,1996,1996,1515,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P21917
1367,1996,Class A (Rhodopsin),small molecule,olanzapine,drd5_human,DRD5,1996,1996,1515,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P21918
1368,1996,Class A (Rhodopsin),small molecule,olanzapine,hrh1_human,HRH1,1996,1996,1515,schizophrenia,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P35367
1369,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1a_human,HTR1A,1996,1996,1515,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P08908
1370,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1b_human,HTR1B,1996,1996,1515,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P28222
1371,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1d_human,HTR1D,1996,1996,1515,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P28221
1372,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1e_human,HTR1E,1996,1996,1515,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P28566
1373,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht2a_human,HTR2A,1996,1996,1515,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P28223
1374,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht2c_human,HTR2C,1996,1996,1515,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P28335
1375,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht6r_human,HTR6,1996,1996,1515,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P50406
1376,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht7r_human,HTR7,1996,1996,1515,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"orex-003, olanzapine plus zonisamide sr",P34969
1377,2002,Class A (Rhodopsin),small molecule,olmesartan,agtr1_human,AGTR1,2002,-,557,Antihypertensive,Peptide ,,approved,Angiotensin receptors,GPCR;Rhodopsin,established,"cs-8663, amlodipine + olmesartan,azor, sevikar",P30556
1378,2002,Class A (Rhodopsin),small molecule,olmesartan,agtr1_human,AGTR1,2002,-,1478,Antihypertensive,Peptide ,,approved,Angiotensin receptors,GPCR;Rhodopsin,established,"olmesartan medoxomil (cs-866),benicar",P30556
1379,2002,Class A (Rhodopsin),small molecule,olmesartan,agtr1_human,AGTR1,2002,-,1479,Antiglaucomic,Peptide ,,approved,Angiotensin receptors,GPCR;Rhodopsin,established,"olmesartan, de-092",P30556
1380,2002,Class A (Rhodopsin),small molecule,olmesartan,agtr1_human,AGTR1,2002,-,2080,Antihypertensive,Peptide ,,approved,Angiotensin receptors,GPCR;Rhodopsin,established,tribenzor,P30556
1381,2014,Class A (Rhodopsin),small molecule,olodaterol,adrb2_human,ADRB2,2014,2014,MMAmay2016_0592, chronic obstructive pulmonary disease (COPD),Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,tiotropium + olodaterol,P07550
1382,1996,Class A (Rhodopsin),small molecule,olopatadine,hrh1_human,HRH1,19962002,1996,1480,Anti-Allergic,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,"olopatadine hydrochloride,patanase",P35367
1383,0,Class F (Frizzled),antibody,omp-18r5,fzd7_human,FZD7,-,-,2457,Antineoplastic,Protein ,,in trial,Frizzled,GPCR;Frizzled,not established,omp-18r5,O75084
1384,0,Class A (Rhodopsin),small molecule,opa-6566,aa2ar_human,ADORA2A,-,-,MMAmay2016_0512,Antiglaucomic,Nucleotide ,,in trial,Adenosine receptors,GPCR;Rhodopsin,established,opa-6566,P29274
1385,0,Class A (Rhodopsin),small molecule,opc-14523,5ht1a_human,HTR1A,-,-,1662,Anti-depressant,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"prs-013, opc-14523",P08908
1386,0,Class A (Rhodopsin),small molecule,opc-14523,pgrc1_human,PGRMC1,-,-,1662,Anti-depressant,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,not established,"prs-013, opc-14523",O00264
1387,0,Class A (Rhodopsin),small molecule,opc-28326,ada2b_human,ADRA2B,-,-,1501,vasodilator,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,opc-28326,P18089
1388,0,Class A (Rhodopsin),small molecule,opc-28326,ada2c_human,ADRA2C,-,-,1501,vasodilator,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,opc-28326,P18825
1389,2015,Class A (Rhodopsin),small molecule,brexpiprazole,drd2_human,DRD2,2015,2015,1502,Anti-depressant,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,brexpiprazole,P14416
1390,2015,Class A (Rhodopsin),small molecule,brexpiprazole,5ht1a_human,HTR1A,2015,2015,1502,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,brexpiprazole,P08908
1391,2015,Class A (Rhodopsin),small molecule,brexpiprazole,5ht2a_human,HTR2A,2015,2015,1502,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,brexpiprazole,P28223
1392,2015,Class A (Rhodopsin),small molecule,brexpiprazole,5ht7r_human,HTR7,2015,2015,1502,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,brexpiprazole,P34969
1393,0,Class A (Rhodopsin),small molecule,opc-51803,v2r_human,AVPR2,-,-,1503,incontinence,Peptide ,,in trial,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,opc-51803,P30518
1394,1973,Class A (Rhodopsin),small molecule,orciprenaline,adrb2_human,ADRB2,1973,-,NRDD399,Bronchodilator,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P07550
1395,0,Class A (Rhodopsin),small molecule,ordopidine,drd2_human,DRD2,-,-,2422,Antiparkinson,Aminergic ,,in trial,Dopamine receptors,GPCR;Rhodopsin,established,acr325,P14416
1396,0,Class B1 (Secretin),peptide,ormd-0901,glp1r_human,GLP1R,-,-,1519,Antidiabetic,Peptide ,,in trial,Glucagon receptor family,GPCR;Secretin,established,"ormd-0901, oral glp-1 analog",P43220
1397,1957,Class A (Rhodopsin),small molecule,orphenadrine,hrh1_human,HRH1,1957,1957,NRDD400,Antiparkinson s; Muscle Relaxants; Central,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367
1398,0,Class B1 (Secretin),peptide,ostabolin-c,pth1r_human,PTH1R,-,-,1530,Anti-osteoporotic,Peptide ,,in trial,Parathyroid hormone receptors,GPCR;Secretin,established,"ostabolin-c,  zt-031",Q03431
1399,0,Class B1 (Secretin),peptide,ostabolin-c,pth2r_human,PTH2R,-,-,1530,Anti-osteoporotic,Peptide ,,in trial,Parathyroid hormone receptors,GPCR;Secretin,established,"ostabolin-c,  zt-031",P49190
1400,0,Class A (Rhodopsin),small molecule,ot-730,adrb1_human,ADRB1,-,-,1533,Antiglaucomic,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,ot-730,P08588
1401,0,Class A (Rhodopsin),small molecule,ot-730,adrb2_human,ADRB2,-,-,1533,Antiglaucomic,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,ot-730,P07550
1402,1983,Class A (Rhodopsin),small molecule,oxprenolol,adrb1_human,ADRB1,,-,NRDD405,Antihypertensive ; Anti-Arrhythmia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08588
1403,1983,Class A (Rhodopsin),small molecule,oxprenolol,adrb2_human,ADRB2,,-,NRDD405,Antihypertensive ; Anti-Arrhythmia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P07550
1404,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm1_human,CHRM1,19752004,1975,14,incontinence,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,aa-2010,P11229
1405,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm2_human,CHRM2,19752004,1975,14,incontinence,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,aa-2010,P08172
1406,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm3_human,CHRM3,19752004,1975,14,incontinence,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,aa-2010,P20309
1407,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm1_human,CHRM1,19752004,1975,190,overactive bladder,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"ap-1034,anturol",P11229
1408,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm2_human,CHRM2,19752004,1975,190,overactive bladder,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"ap-1034,anturol",P08172
1409,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm3_human,CHRM3,19752004,1975,190,overactive bladder,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"ap-1034,anturol",P20309
1410,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm1_human,CHRM1,19752004,1975,2351,Anti-incontinence,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,dr-3001,P11229
1411,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm2_human,CHRM2,19752004,1975,2351,Anti-incontinence,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,dr-3001,P08172
1412,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm3_human,CHRM3,19752004,1975,2351,Anti-incontinence,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,dr-3001,P20309
1413,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm1_human,CHRM1,19752004,1975,MMAapril2016_0197,overactive bladder,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,jnp-010,P11229
1414,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm2_human,CHRM2,19752004,1975,MMAapril2016_0198,overactive bladder,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,jnp-010,P08172
1415,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm3_human,CHRM3,19752004,1975,MMAapril2016_0199,overactive bladder,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,jnp-010,P20309
1416,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm1_human,CHRM1,19752004,1975,2067,incontinence,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"transdermal oxybutynin patch, oxybutynin topical gel,oxytrol, kentera, gelnique",P11229
1417,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm2_human,CHRM2,19752004,1975,2067,incontinence,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"transdermal oxybutynin patch, oxybutynin topical gel,oxytrol, kentera, gelnique",P08172
1418,1975,Class A (Rhodopsin),small molecule,oxybutynin,acm3_human,CHRM3,19752004,1975,2067,incontinence,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"transdermal oxybutynin patch, oxybutynin topical gel,oxytrol, kentera, gelnique",P20309
1419,1998,Class A (Rhodopsin),small molecule,oxycodone,oprd_human,OPRD1,1998,-,514,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"col-003, sustained release oxycodone",P41143
1420,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,1998,-,514,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"col-003, sustained release oxycodone",P41145
1421,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,1998,-,514,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"col-003, sustained release oxycodone",P35372
1422,1998,Class A (Rhodopsin),small molecule,oxycodone,oprd_human,OPRD1,1998,-,515,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"col-172, extended-release oxycodone",P41143
1423,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,1998,-,515,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"col-172, extended-release oxycodone",P41145
1424,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,1998,-,515,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"col-172, extended-release oxycodone",P35372
1425,1998,Class A (Rhodopsin),small molecule,oxycodone,oprd_human,OPRD1,1998,-,696,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"eli-154, oxycodone (once daily)",P41143
1426,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,1998,-,696,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"eli-154, oxycodone (once daily)",P41145
1427,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,1998,-,696,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"eli-154, oxycodone (once daily)",P35372
1428,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,1998,-,MMAfeb2016_0087,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,eli-200,P35372
1429,1998,Class A (Rhodopsin),small molecule,oxycodone,oprd_human,OPRD1,1998,-,MMAfeb2016_0088,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,eli-200,P41143
1430,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,1998,-,MMAfeb2016_0089,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,eli-200,P41145
1431,1998,Class A (Rhodopsin),small molecule,oxycodone,oprd_human,OPRD1,1998,-,1341,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,moxduo,P41143
1432,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,1998,-,1341,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,moxduo,P41145
1433,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,1998,-,1341,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,moxduo,P35372
1434,1998,Class A (Rhodopsin),small molecule,oxycodone,oprd_human,OPRD1,1998,-,1545,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"oxycodone art, eli216,oxynal",P41143
1435,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,1998,-,1545,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"oxycodone art, eli216,oxynal",P41145
1436,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,1998,-,1545,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"oxycodone art, eli216,oxynal",P35372
1437,1998,Class A (Rhodopsin),small molecule,oxycodone,oprd_human,OPRD1,1998,-,1546,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"oxycodone hcl + niacin,acurox, oxyadf",P41143
1438,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,1998,-,1546,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"oxycodone hcl + niacin,acurox, oxyadf",P41145
1439,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,1998,-,1546,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"oxycodone hcl + niacin,acurox, oxyadf",P35372
1440,1998,Class A (Rhodopsin),small molecule,oxycodone,oprd_human,OPRD1,1998,-,1547,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"oxycodone, pti-821,remoxy",P41143
1441,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,1998,-,1547,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"oxycodone, pti-821,remoxy",P41145
1442,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,1998,-,1547,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"oxycodone, pti-821,remoxy",P35372
1443,1998,Class A (Rhodopsin),small molecule,oxycodone,oprd_human,OPRD1,1998,-,1687,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"pti-801,oxytrex",P41143
1444,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,1998,-,1687,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"pti-801,oxytrex",P41145
1445,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,1998,-,1687,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"pti-801,oxytrex",P35372
1446,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,1998,-,MMAmay2016_0706,Analgesics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,"targin,  targinac, targiniq er,  oxycodone hydrochloride + naloxone hydrochloride extended-release tablets",P35372
